vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,pickup_datetime1,pickup_datetime2,pickup_date,dropoff_datetime1,dropoff_datetime2,dropoff_date,pickup_time,dropoff_time
CMT,6/1/2014 20:14,6/1/2014 20:27,4,1.7,-74.003838,40.731956,1,N,-74.008797,40.710159,CSH,10,0.5,0.5,0,0,11,6/1/2014,20:14:28,19875,6/1/2014,20:27:19,19875,20:14:28,20:27:19
VTS,6/1/2014 19:55,6/1/2014 20:04,6,1.83,-73.98761,40.770397,1,,-73.982735,40.758652,UNK,8.5,0,0.5,1.02,0,10.02,6/1/2014,19:55:00,19875,6/1/2014,20:04:00,19875,19:55:00,20:04:00
CMT,6/1/2014 20:14,6/1/2014 20:46,1,6.4000001,-73.95343,40.742435,1,N,-73.977234,40.726254,CSH,25.5,0.5,0.5,0,0,26.5,6/1/2014,20:14:26,19875,6/1/2014,20:46:25,19875,20:14:26,20:46:25
CMT,6/1/2014 20:14,6/1/2014 20:37,1,4.6999998,-73.993347,40.736256,1,N,-73.945076,40.775024,CRD,19,0.5,0.5,4,0,24,6/1/2014,20:14:24,19875,6/1/2014,20:37:49,19875,20:14:24,20:37:49
CMT,6/1/2014 19:36,6/1/2014 19:51,1,2.5,-73.978783,40.761627,1,N,-74.006058,40.740387,CRD,12,0,0.5,2.5,0,15,6/1/2014,19:36:28,19875,6/1/2014,19:51:43,19875,19:36:28,19:51:43
CMT,6/1/2014 20:14,6/1/2014 20:30,1,2.0999999,-74.004578,40.742268,1,N,-73.993477,40.721905,CSH,11.5,0.5,0.5,0,0,12.5,6/1/2014,20:14:23,19875,6/1/2014,20:30:37,19875,20:14:23,20:30:37
CMT,6/1/2014 18:40,6/1/2014 18:48,2,1,-73.97982,40.744415,1,N,-73.970108,40.751675,CRD,7,0,0.5,1,0,8.5,6/1/2014,18:40:47,19875,6/1/2014,18:48:04,19875,18:40:47,18:48:04
CMT,6/1/2014 20:14,6/1/2014 20:26,1,2.0999999,-73.956161,40.781681,1,N,-73.980148,40.764839,CRD,11,0.5,0.5,2.4000001,0,14.4,6/1/2014,20:14:08,19875,6/1/2014,20:26:51,19875,20:14:08,20:26:51
CMT,6/1/2014 20:14,6/1/2014 20:36,1,8.8999996,-73.873055,40.774258,1,N,-73.987999,40.739002,CRD,27,0.5,0.5,3,5.3299999,36.330002,6/1/2014,20:14:07,19875,6/1/2014,20:36:41,19875,20:14:07,20:36:41
VTS,6/1/2014 22:15,6/1/2014 22:26,1,1.51,-73.991417,40.750134,1,,-73.973297,40.748207,CRD,9,0.5,0.5,1.9,0,11.9,6/1/2014,22:15:00,19875,6/1/2014,22:26:00,19875,22:15:00,22:26:00
CMT,6/1/2014 20:14,6/1/2014 20:25,1,1.1,-73.995941,40.725239,1,N,-73.976624,40.718575,CRD,8.5,0.5,0.5,0,0,9.5,6/1/2014,20:14:03,19875,6/1/2014,20:25:48,19875,20:14:03,20:25:48
VTS,6/1/2014 20:14,6/1/2014 20:20,1,3.5999999,-73.802521,40.674397,1,,-73.776314,40.645515,CRD,11.5,0.5,0.5,1,0,13.5,6/1/2014,20:14:00,19875,6/1/2014,20:20:00,19875,20:14:00,20:20:00
VTS,6/1/2014 20:14,6/1/2014 20:26,1,1.63,0,0,1,,0,0,CSH,9.5,0.5,0.5,0,0,10.5,6/1/2014,20:14:00,19875,6/1/2014,20:26:00,19875,20:14:00,20:26:00
VTS,6/1/2014 23:05,6/1/2014 23:13,1,1.28,-73.988319,40.734509,1,,-73.975861,40.74881,CRD,7,0.5,0.5,1,0,9,6/1/2014,23:05:00,19875,6/1/2014,23:13:00,19875,23:05:00,23:13:00
CMT,6/1/2014 14:04,6/1/2014 14:14,1,1.4,-73.994987,40.73999,1,N,-73.981361,40.755013,CRD,8.5,0,0.5,1.8,0,10.8,6/1/2014,14:04:51,19875,6/1/2014,14:14:46,19875,14:04:51,14:14:46
VTS,6/1/2014 21:13,6/1/2014 21:17,1,0.75,-73.967239,40.803398,1,,-73.972305,40.793938,CSH,5,0.5,0.5,0,0,6,6/1/2014,21:13:00,19875,6/1/2014,21:17:00,19875,21:13:00,21:17:00
VTS,6/1/2014 2:21,6/1/2014 2:25,1,1,-73.980759,40.769699,1,,-73.971245,40.782593,CSH,6,0.5,0.5,0,0,7,6/1/2014,2:21:00,19875,6/1/2014,2:25:00,19875,2:21:00,2:25:00
VTS,6/1/2014 20:14,6/1/2014 20:35,2,3.4300001,-73.991631,40.750141,1,,-73.954498,40.769966,CRD,16.5,0.5,0.5,2,0,19.5,6/1/2014,20:14:00,19875,6/1/2014,20:35:00,19875,20:14:00,20:35:00
VTS,6/1/2014 20:14,6/1/2014 20:18,1,0.60000002,-73.985603,40.747005,1,,-73.979034,40.752953,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:14:00,19875,6/1/2014,20:18:00,19875,20:14:00,20:18:00
CMT,6/1/2014 12:56,6/1/2014 13:23,3,9.6000004,-73.87114,40.773773,1,N,-73.960091,40.763908,CRD,30,0,0.5,10.7,5.3299999,46.529999,6/1/2014,12:56:14,19875,6/1/2014,13:23:36,19875,12:56:14,13:23:36
VTS,6/1/2014 20:14,6/1/2014 20:26,5,3.6500001,-74.014221,40.711521,1,,-73.990891,40.751678,CSH,13,0.5,0.5,0,0,14,6/1/2014,20:14:00,19875,6/1/2014,20:26:00,19875,20:14:00,20:26:00
VTS,6/1/2014 1:18,6/1/2014 1:23,1,1.03,-73.987289,40.733227,1,,-73.978088,40.745815,CRD,5.5,0.5,0.5,0.5,0,7,6/1/2014,1:18:00,19875,6/1/2014,1:23:00,19875,1:18:00,1:23:00
VTS,6/1/2014 20:34,6/1/2014 20:56,1,4.3299999,-73.952339,40.768471,1,,-74.004219,40.742531,CSH,18,0.5,0.5,0,0,19,6/1/2014,20:34:00,19875,6/1/2014,20:56:00,19875,20:34:00,20:56:00
CMT,6/1/2014 19:17,6/1/2014 19:26,2,5.9000001,-73.961494,40.760006,1,N,-74.010864,40.701881,CSH,18,0,0.5,0,0,18.5,6/1/2014,19:17:22,19875,6/1/2014,19:26:56,19875,19:17:22,19:26:56
CMT,6/1/2014 21:33,6/1/2014 21:38,1,1.5,-73.976402,40.744278,1,Y,-73.98333,40.726337,CRD,6.5,0.5,0.5,0,0,7.5,6/1/2014,21:33:24,19875,6/1/2014,21:38:42,19875,21:33:24,21:38:42
CMT,6/1/2014 20:53,6/1/2014 21:10,4,4.8000002,-73.972984,40.796326,1,N,-73.935341,40.850922,CRD,17.5,0.5,0.5,1.5,0,20,6/1/2014,20:53:35,19875,6/1/2014,21:10:50,19875,20:53:35,21:10:50
VTS,6/1/2014 20:14,6/1/2014 20:39,1,6.7800002,-73.885399,40.773132,1,,-73.96225,40.774742,CSH,24,0.5,0.5,0,0,25,6/1/2014,20:14:00,19875,6/1/2014,20:39:00,19875,20:14:00,20:39:00
VTS,6/1/2014 20:14,6/1/2014 20:39,4,4.9699998,-73.972214,40.781311,1,,-73.919685,40.82917,CRD,21,0.5,0.5,4.3000002,0,26.299999,6/1/2014,20:14:00,19875,6/1/2014,20:39:00,19875,20:14:00,20:39:00
VTS,6/1/2014 20:14,6/1/2014 20:25,1,1.79,-73.972519,40.793591,1,,-73.9459,40.788715,CSH,9.5,0.5,0.5,0,0,10.5,6/1/2014,20:14:00,19875,6/1/2014,20:25:00,19875,20:14:00,20:25:00
CMT,6/1/2014 20:53,6/1/2014 21:14,2,9,-73.988251,40.71888,1,N,-73.941261,40.810993,CSH,27,0.5,0.5,0,0,28,6/1/2014,20:53:31,19875,6/1/2014,21:14:05,19875,20:53:31,21:14:05
CMT,6/1/2014 22:37,6/1/2014 22:44,1,1.5,-73.980881,40.782417,1,N,-73.981949,40.762741,CRD,7.5,0.5,0.5,1.7,0,10.2,6/1/2014,22:37:38,19875,6/1/2014,22:44:42,19875,22:37:38,22:44:42
VTS,6/1/2014 20:14,6/1/2014 20:27,1,3,-73.994041,40.720066,1,,-73.944206,40.714539,CRD,13,0.5,0.5,2,0,16,6/1/2014,20:14:00,19875,6/1/2014,20:27:00,19875,20:14:00,20:27:00
VTS,6/1/2014 20:14,6/1/2014 20:56,6,6.3800001,-74.002861,40.7337,1,,-73.913651,40.755951,CRD,30.5,0.5,0.5,6.1999998,0,37.700001,6/1/2014,20:14:00,19875,6/1/2014,20:56:00,19875,20:14:00,20:56:00
VTS,6/1/2014 20:14,6/1/2014 20:21,1,1.39,-73.988312,40.755367,1,,-73.979927,40.741528,CRD,7,0.5,0.5,1.5,0,9.5,6/1/2014,20:14:00,19875,6/1/2014,20:21:00,19875,20:14:00,20:21:00
VTS,6/1/2014 20:14,6/1/2014 20:21,1,1.52,-73.985558,40.749146,1,,-74.003586,40.740269,CSH,7.5,0.5,0.5,0,0,8.5,6/1/2014,20:14:00,19875,6/1/2014,20:21:00,19875,20:14:00,20:21:00
VTS,6/1/2014 20:14,6/1/2014 20:20,1,1.3099999,-73.995193,40.754776,1,,-74.007225,40.740936,CRD,7,0.5,0.5,1.5,0,9.5,6/1/2014,20:14:00,19875,6/1/2014,20:20:00,19875,20:14:00,20:20:00
VTS,6/1/2014 20:14,6/1/2014 20:37,1,9.4700003,-73.870796,40.773701,1,,-73.983078,40.730572,CRD,28,0.5,0.5,3,5.3299999,37.330002,6/1/2014,20:14:00,19875,6/1/2014,20:37:00,19875,20:14:00,20:37:00
VTS,6/1/2014 20:14,6/1/2014 20:23,1,1.99,-73.954109,40.774784,1,,-73.981407,40.778591,CRD,8.5,0.5,0.5,1.8,0,11.3,6/1/2014,20:14:00,19875,6/1/2014,20:23:00,19875,20:14:00,20:23:00
CMT,6/1/2014 21:13,6/1/2014 21:19,1,1.6,-73.991241,40.770451,1,N,-73.980049,40.791164,CRD,7.5,0.5,0.5,1,0,9.5,6/1/2014,21:13:00,19875,6/1/2014,21:19:22,19875,21:13:00,21:19:22
VTS,6/1/2014 20:14,6/1/2014 20:43,5,3.8699999,-73.988564,40.748627,1,,-74.005104,40.719452,CRD,19.5,0.5,0.5,4,0,24.5,6/1/2014,20:14:00,19875,6/1/2014,20:43:00,19875,20:14:00,20:43:00
VTS,6/1/2014 20:14,6/1/2014 20:17,1,0.69,-73.966217,40.764847,1,,-73.959129,40.767319,CRD,4.5,0.5,0.5,1,0,6.5,6/1/2014,20:14:00,19875,6/1/2014,20:17:00,19875,20:14:00,20:17:00
VTS,6/1/2014 20:14,6/1/2014 20:32,1,2.8199999,-73.955185,40.76495,1,,-73.988838,40.748852,CRD,14,0.5,0.5,1,0,16,6/1/2014,20:14:00,19875,6/1/2014,20:32:00,19875,20:14:00,20:32:00
VTS,6/1/2014 21:53,6/1/2014 22:05,1,3.4200001,-73.991768,40.750076,1,,-73.953598,40.779114,CSH,12,0.5,0.5,0,0,13,6/1/2014,21:53:00,19875,6/1/2014,22:05:00,19875,21:53:00,22:05:00
VTS,6/1/2014 20:14,6/1/2014 20:27,1,2.3900001,-73.991264,40.731918,1,,-73.992172,40.75613,CRD,11,0.5,0.5,2.3,0,14.3,6/1/2014,20:14:00,19875,6/1/2014,20:27:00,19875,20:14:00,20:27:00
CMT,6/1/2014 9:04,6/1/2014 9:30,1,17.1,-73.984383,40.746044,3,N,-74.17746,40.690598,CRD,64,0,0,15,13,92,6/1/2014,9:04:10,19875,6/1/2014,9:30:17,19875,9:04:10,9:30:17
VTS,6/1/2014 20:14,6/1/2014 20:20,5,1.42,-74.004051,40.725449,1,,-74.016335,40.717232,CRD,7,0.5,0.5,1,0,9,6/1/2014,20:14:00,19875,6/1/2014,20:20:00,19875,20:14:00,20:20:00
CMT,6/1/2014 19:54,6/1/2014 19:59,3,0.80000001,-73.982925,40.771561,1,N,-73.991768,40.763905,CSH,5.5,0,0.5,0,0,6,6/1/2014,19:54:39,19875,6/1/2014,19:59:09,19875,19:54:39,19:59:09
VTS,6/1/2014 21:33,6/1/2014 21:50,1,3.0899999,-73.970467,40.756226,1,,-74.007782,40.742798,CSH,13.5,0.5,0.5,0,0,14.5,6/1/2014,21:33:00,19875,6/1/2014,21:50:00,19875,21:33:00,21:50:00
VTS,6/1/2014 18:58,6/1/2014 19:53,1,16.790001,-73.990326,40.757416,3,,-74.176682,40.693722,CSH,76.5,0,0,0,13.5,90,6/1/2014,18:58:00,19875,6/1/2014,19:53:00,19875,18:58:00,19:53:00
VTS,6/1/2014 20:14,6/1/2014 20:22,1,1.4,-73.982147,40.740391,1,,-73.993401,40.732681,CSH,7.5,0.5,0.5,0,0,8.5,6/1/2014,20:14:00,19875,6/1/2014,20:22:00,19875,20:14:00,20:22:00
VTS,6/1/2014 20:14,6/1/2014 20:43,5,7.3400002,-74.00779,40.707695,1,,-73.987244,40.770519,CSH,27,0.5,0.5,0,0,28,6/1/2014,20:14:00,19875,6/1/2014,20:43:00,19875,20:14:00,20:43:00
VTS,6/1/2014 18:58,6/1/2014 19:05,1,1.33,-73.960983,40.756584,1,,-73.95549,40.771469,CSH,6.5,0,0.5,0,0,7,6/1/2014,18:58:00,19875,6/1/2014,19:05:00,19875,18:58:00,19:05:00
CMT,6/1/2014 20:13,6/1/2014 20:17,1,0.69999999,-73.964233,40.767757,1,N,-73.970734,40.758461,CSH,5,0.5,0.5,0,0,6,6/1/2014,20:13:58,19875,6/1/2014,20:17:50,19875,20:13:58,20:17:50
VTS,6/1/2014 0:33,6/1/2014 0:49,5,4.6599998,-73.994705,40.750778,1,,-73.942413,40.786259,CRD,16.5,0.5,0.5,1,0,18.5,6/1/2014,0:33:00,19875,6/1/2014,0:49:00,19875,0:33:00,0:49:00
CMT,6/1/2014 20:13,6/1/2014 20:28,1,3.2,-73.992508,40.749199,1,N,-73.956329,40.772968,CSH,13.5,0.5,0.5,0,0,14.5,6/1/2014,20:13:57,19875,6/1/2014,20:28:58,19875,20:13:57,20:28:58
CMT,6/1/2014 20:13,6/1/2014 20:17,1,0.5,-73.985909,40.757011,1,N,-73.990814,40.749573,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:13:54,19875,6/1/2014,20:17:50,19875,20:13:54,20:17:50
VTS,6/1/2014 20:00,6/1/2014 20:12,1,2.46,-73.970207,40.799591,1,,-73.96386,40.776192,CRD,10.5,0.5,0.5,2.2,0,13.7,6/1/2014,20:00:00,19875,6/1/2014,20:12:00,19875,20:00:00,20:12:00
CMT,6/1/2014 20:13,6/1/2014 20:21,1,1.7,-74.005692,40.750694,1,N,-73.987488,40.760258,CRD,8,0.5,0.5,1.8,0,10.8,6/1/2014,20:13:49,19875,6/1/2014,20:21:36,19875,20:13:49,20:21:36
CMT,6/1/2014 20:13,6/1/2014 20:18,2,0.60000002,-73.97319,40.760948,1,N,-73.973732,40.764244,CSH,5,0.5,0.5,0,0,6,6/1/2014,20:13:45,19875,6/1/2014,20:18:30,19875,20:13:45,20:18:30
CMT,6/1/2014 20:13,6/1/2014 20:16,1,0.89999998,-73.967628,40.75198,1,N,-73.959595,40.762947,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:13:38,19875,6/1/2014,20:16:14,19875,20:13:38,20:16:14
CMT,6/1/2014 19:54,6/1/2014 20:06,1,2.0999999,-73.988022,40.743874,1,N,-73.982597,40.765942,CSH,10,0.5,0.5,0,0,11,6/1/2014,19:54:10,19875,6/1/2014,20:06:47,19875,19:54:10,20:06:47
VTS,6/1/2014 3:09,6/1/2014 3:15,1,0.60000002,-74.007629,40.740807,1,,-74.000893,40.741962,CSH,5,0.5,0.5,0,0,6,6/1/2014,3:09:00,19875,6/1/2014,3:15:00,19875,3:09:00,3:15:00
CMT,6/1/2014 23:21,6/1/2014 23:23,1,0.40000001,-73.985985,40.735287,1,Y,-73.992409,40.737728,CSH,3.5,0.5,0.5,0,0,4.5,6/1/2014,23:21:34,19875,6/1/2014,23:23:31,19875,23:21:34,23:23:31
CMT,6/1/2014 20:13,6/1/2014 20:18,1,0.89999998,-73.990906,40.730511,1,N,-73.980865,40.734066,CRD,5.5,0.5,0.5,0.69999999,0,7.1999998,6/1/2014,20:13:32,19875,6/1/2014,20:18:34,19875,20:13:32,20:18:34
CMT,6/1/2014 13:30,6/1/2014 14:23,2,17.1,-73.802361,40.647541,2,N,-73.981812,40.765648,CSH,52,0,0.5,0,5.3299999,57.830002,6/1/2014,13:30:02,19875,6/1/2014,14:23:42,19875,13:30:02,14:23:42
CMT,6/1/2014 20:13,6/1/2014 20:54,2,12.8,-73.982246,40.7756,1,N,-73.961815,40.631672,CSH,41,0.5,0.5,0,5.3299999,47.330002,6/1/2014,20:13:27,19875,6/1/2014,20:54:28,19875,20:13:27,20:54:28
CMT,6/1/2014 20:13,6/1/2014 20:24,1,2,-73.975189,40.749271,1,N,-74.007576,40.742905,CSH,9.5,0.5,0.5,0,0,10.5,6/1/2014,20:13:24,19875,6/1/2014,20:24:30,19875,20:13:24,20:24:30
VTS,6/1/2014 19:17,6/1/2014 19:30,5,1.2,-73.98436,40.769497,1,,-73.999519,40.763416,CRD,9.5,0,0.5,1.9,0,11.9,6/1/2014,19:17:00,19875,6/1/2014,19:30:00,19875,19:17:00,19:30:00
CMT,6/1/2014 20:13,6/1/2014 20:22,2,1.2,-74.010094,40.72147,1,Y,-73.997673,40.72316,CRD,7.5,0.5,0.5,1,0,9.5,6/1/2014,20:13:20,19875,6/1/2014,20:22:27,19875,20:13:20,20:22:27
CMT,6/1/2014 1:44,6/1/2014 1:55,2,2.7,-73.99678,40.722046,1,N,-73.988823,40.751129,CRD,11,0.5,0.5,2.4000001,0,14.4,6/1/2014,1:44:02,19875,6/1/2014,1:55:05,19875,1:44:02,1:55:05
VTS,6/1/2014 13:24,6/1/2014 13:34,5,2.75,-73.948112,40.79834,1,,-73.978249,40.778149,CRD,10.5,0,0.5,2.0999999,0,13.1,6/1/2014,13:24:00,19875,6/1/2014,13:34:00,19875,13:24:00,13:34:00
VTS,6/1/2014 11:27,6/1/2014 11:46,6,6.8600001,-73.95649,40.766785,1,,-73.870552,40.773808,CRD,22,0,0.5,4.4000001,0,26.9,6/1/2014,11:27:00,19875,6/1/2014,11:46:00,19875,11:27:00,11:46:00
VTS,6/1/2014 18:21,6/1/2014 18:37,4,2.4000001,-73.979912,40.755028,1,,-73.99131,40.727489,CSH,12,0,0.5,0,0,12.5,6/1/2014,18:21:00,19875,6/1/2014,18:37:00,19875,18:21:00,18:37:00
VTS,6/1/2014 20:53,6/1/2014 21:01,1,1.28,-73.99501,40.749981,1,,-73.977272,40.748291,CRD,7.5,0.5,0.5,1.5,0,10,6/1/2014,20:53:00,19875,6/1/2014,21:01:00,19875,20:53:00,21:01:00
VTS,6/1/2014 11:10,6/1/2014 11:15,1,1.0700001,-73.95015,40.771564,1,,-73.947853,40.783791,CSH,5.5,0,0.5,0,0,6,6/1/2014,11:10:00,19875,6/1/2014,11:15:00,19875,11:10:00,11:15:00
CMT,6/1/2014 20:13,6/1/2014 20:17,2,1.2,-73.96209,40.776417,1,N,-73.976646,40.77528,CSH,6,0.5,0.5,0,0,7,6/1/2014,20:13:11,19875,6/1/2014,20:17:35,19875,20:13:11,20:17:35
CMT,6/1/2014 20:13,6/1/2014 20:44,3,10.6,-73.997719,40.756531,1,N,-73.864815,40.770409,CRD,33,0.5,0.5,6,5.3299999,45.330002,6/1/2014,20:13:05,19875,6/1/2014,20:44:44,19875,20:13:05,20:44:44
CMT,6/1/2014 20:13,6/1/2014 20:17,3,0.80000001,-74.007095,40.740952,1,N,-74.00206,40.750774,CSH,5.5,0.5,0.5,0,0,6.5,6/1/2014,20:13:04,19875,6/1/2014,20:17:28,19875,20:13:04,20:17:28
VTS,6/1/2014 20:53,6/1/2014 20:55,6,0.51999998,-73.982468,40.772018,1,,-73.980736,40.778187,CSH,4,0.5,0.5,0,0,5,6/1/2014,20:53:00,19875,6/1/2014,20:55:00,19875,20:53:00,20:55:00
CMT,6/1/2014 20:13,6/1/2014 20:18,1,0.89999998,-73.98632,40.740528,1,N,-74.001999,40.746815,CRD,6,0.5,0.5,2.0999999,0,9.1000004,6/1/2014,20:13:01,19875,6/1/2014,20:18:37,19875,20:13:01,20:18:37
CMT,6/1/2014 21:52,6/1/2014 22:30,1,5.9000001,-73.98465,40.759125,1,Y,-73.977745,40.680428,NOC,26,0.5,0.5,0,0,27,6/1/2014,21:52:48,19875,6/1/2014,22:30:56,19875,21:52:48,22:30:56
CMT,6/1/2014 21:52,6/1/2014 22:06,1,5.0999999,0,0,1,N,0,0,CSH,17,0.5,0.5,0,0,18,6/1/2014,21:52:47,19875,6/1/2014,22:06:49,19875,21:52:47,22:06:49
VTS,6/1/2014 20:13,6/1/2014 20:15,2,0.80000001,-73.958466,40.772572,1,,-73.951317,40.782581,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:13:00,19875,6/1/2014,20:15:00,19875,20:13:00,20:15:00
VTS,6/1/2014 20:13,6/1/2014 20:17,1,1.24,-73.966225,40.762306,1,,-73.95256,40.771225,CRD,6,0.5,0.5,1,0,8,6/1/2014,20:13:00,19875,6/1/2014,20:17:00,19875,20:13:00,20:17:00
VTS,6/1/2014 20:33,6/1/2014 20:42,2,1.17,-73.991409,40.750454,1,,-73.975204,40.741489,CSH,7.5,0.5,0.5,0,0,8.5,6/1/2014,20:33:00,19875,6/1/2014,20:42:00,19875,20:33:00,20:42:00
VTS,6/1/2014 20:13,6/1/2014 20:23,2,2.0599999,-73.975204,40.755283,1,,-73.954926,40.777576,CRD,9.5,0.5,0.5,2,0,12.5,6/1/2014,20:13:00,19875,6/1/2014,20:23:00,19875,20:13:00,20:23:00
CMT,6/1/2014 21:32,6/1/2014 21:44,2,3.9000001,-73.86631,40.770603,1,N,-73.924179,40.766033,CRD,13.5,0.5,0.5,2.9000001,0,17.4,6/1/2014,21:32:38,19875,6/1/2014,21:44:51,19875,21:32:38,21:44:51
VTS,6/1/2014 20:13,6/1/2014 20:37,2,3.5899999,-73.985649,40.763233,1,,-73.991814,40.726505,CRD,17.5,0.5,0.5,3.5999999,0,22.1,6/1/2014,20:13:00,19875,6/1/2014,20:37:00,19875,20:13:00,20:37:00
VTS,6/1/2014 20:13,6/1/2014 20:21,1,2.0799999,-73.984573,40.759621,1,,-74.004097,40.733521,CSH,8.5,0.5,0.5,0,0,9.5,6/1/2014,20:13:00,19875,6/1/2014,20:21:00,19875,20:13:00,20:21:00
VTS,6/1/2014 21:12,6/1/2014 21:39,1,13.46,-73.874611,40.773952,1,,-74.017876,40.705303,CRD,38,0.5,0.5,5,5.3299999,49.330002,6/1/2014,21:12:00,19875,6/1/2014,21:39:00,19875,21:12:00,21:39:00
VTS,6/1/2014 20:13,6/1/2014 21:32,1,23.66,-73.789864,40.647087,2,,-73.964508,40.774796,CSH,52,0,0.5,0,0,52.5,6/1/2014,20:13:00,19875,6/1/2014,21:32:00,19875,20:13:00,21:32:00
VTS,6/1/2014 20:13,6/1/2014 20:24,1,2.6600001,-73.955788,40.779541,1,,-73.979897,40.746277,CRD,11,0.5,0.5,1,0,13,6/1/2014,20:13:00,19875,6/1/2014,20:24:00,19875,20:13:00,20:24:00
VTS,6/1/2014 20:13,6/1/2014 20:30,5,3.3299999,-73.981163,40.744526,1,,-73.982239,40.777424,CRD,13,0.5,0.5,0,0,14,6/1/2014,20:13:00,19875,6/1/2014,20:30:00,19875,20:13:00,20:30:00
VTS,6/1/2014 19:54,6/1/2014 20:05,1,1.66,-74.000053,40.72718,1,,-74.007263,40.74334,CRD,9,0,0.5,1.8,0,11.3,6/1/2014,19:54:00,19875,6/1/2014,20:05:00,19875,19:54:00,20:05:00
CMT,6/1/2014 18:01,6/1/2014 18:09,2,0.69999999,-73.990601,40.729763,1,N,-73.995842,40.720921,CSH,7.5,0,0.5,0,0,8,6/1/2014,18:01:06,19875,6/1/2014,18:09:49,19875,18:01:06,18:09:49
VTS,6/1/2014 20:13,6/1/2014 20:21,1,1.33,-73.988091,40.723789,1,,-73.987442,40.722729,CRD,7.5,0.5,0.5,1,0,9.5,6/1/2014,20:13:00,19875,6/1/2014,20:21:00,19875,20:13:00,20:21:00
VTS,6/1/2014 21:40,6/1/2014 21:46,6,1.04,-73.988327,40.741367,1,,-73.978149,40.751526,CRD,6,0.5,0.5,1.95,0,8.9499998,6/1/2014,21:40:00,19875,6/1/2014,21:46:00,19875,21:40:00,21:46:00
CMT,6/1/2014 3:25,6/1/2014 3:35,1,1.9,-74.004021,40.742096,1,N,-73.979652,40.749577,CRD,9,0.5,0.5,2.5,0,12.5,6/1/2014,3:25:35,19875,6/1/2014,3:35:21,19875,3:25:35,3:35:21
VTS,6/1/2014 20:13,6/1/2014 20:22,1,1.61,-73.991417,40.759682,1,,-73.977242,40.74527,CRD,8.5,0.5,0.5,1.8,0,11.3,6/1/2014,20:13:00,19875,6/1/2014,20:22:00,19875,20:13:00,20:22:00
VTS,6/1/2014 20:13,6/1/2014 20:41,1,10.54,-73.99115,40.756287,1,,-73.999107,40.64109,CSH,32,0.5,0.5,0,7.5,40.5,6/1/2014,20:13:00,19875,6/1/2014,20:41:00,19875,20:13:00,20:41:00
VTS,6/1/2014 20:13,6/1/2014 20:24,2,3.05,-73.975792,40.752121,1,,-73.944496,40.778221,CRD,11.5,0.5,0.5,3,0,15.5,6/1/2014,20:13:00,19875,6/1/2014,20:24:00,19875,20:13:00,20:24:00
VTS,6/1/2014 20:13,6/1/2014 20:25,3,1.52,-73.955055,40.777401,1,,-73.964745,40.759468,CRD,10,0.5,0.5,2.0999999,0,13.1,6/1/2014,20:13:00,19875,6/1/2014,20:25:00,19875,20:13:00,20:25:00
VTS,6/1/2014 20:13,6/1/2014 20:21,1,1.8,-73.978943,40.736431,1,,-73.96888,40.757221,CRD,8.5,0.5,0.5,1.8,0,11.3,6/1/2014,20:13:00,19875,6/1/2014,20:21:00,19875,20:13:00,20:21:00
VTS,6/1/2014 20:13,6/1/2014 20:23,3,2.5599999,-73.982079,40.771351,1,,-73.975609,40.745159,CRD,9.5,0.5,0.5,2,0,12.5,6/1/2014,20:13:00,19875,6/1/2014,20:23:00,19875,20:13:00,20:23:00
VTS,6/1/2014 20:13,6/1/2014 20:22,1,1.17,-73.984802,40.739834,1,,-73.976089,40.75135,CRD,7.5,0.5,0.5,1.6,0,10.1,6/1/2014,20:13:00,19875,6/1/2014,20:22:00,19875,20:13:00,20:22:00
VTS,6/1/2014 20:33,6/1/2014 21:13,3,15.78,-73.789528,40.643585,1,,-73.957512,40.730583,CSH,44.5,0.5,0.5,0,0,45.5,6/1/2014,20:33:00,19875,6/1/2014,21:13:00,19875,20:33:00,21:13:00
VTS,6/1/2014 20:13,6/1/2014 20:17,1,0.93000001,-73.978256,40.756416,1,,-73.990372,40.751663,CSH,5,0.5,0.5,0,0,6,6/1/2014,20:13:00,19875,6/1/2014,20:17:00,19875,20:13:00,20:17:00
VTS,6/1/2014 18:39,6/1/2014 18:53,5,2.22,-73.989273,40.758526,1,,-73.976219,40.786037,CSH,11,0,0.5,0,0,11.5,6/1/2014,18:39:00,19875,6/1/2014,18:53:00,19875,18:39:00,18:53:00
VTS,6/1/2014 20:13,6/1/2014 20:32,1,4.0300002,-74.000168,40.721519,1,,-73.973183,40.672009,CRD,16,0.5,0.5,3.3,0,20.299999,6/1/2014,20:13:00,19875,6/1/2014,20:32:00,19875,20:13:00,20:32:00
VTS,6/1/2014 22:36,6/1/2014 22:46,2,2.1900001,-73.988998,40.718906,1,,-73.978676,40.744858,CRD,10,0.5,0.5,2.0999999,0,13.1,6/1/2014,22:36:00,19875,6/1/2014,22:46:00,19875,22:36:00,22:46:00
