vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,pickup_datetime1,pickup_datetime2,pickup_date,dropoff_datetime1,dropoff_datetime2,dropoff_date,pickup_time,dropoff_time
CMT,6/1/2014 20:15,6/1/2014 20:33,1,3.5999999,-73.970428,40.724728,1,N,-73.969086,40.758644,CRD,15,0.5,0.5,1.5,0,17.5,6/1/2014,20:15:38,19875,6/1/2014,20:33:41,19875,20:15:38,20:33:41
VTS,6/1/2014 14:54,6/1/2014 15:16,1,7.9899998,-73.92688,40.831017,1,,-73.872787,40.774483,CSH,26,0,0.5,0,5.3299999,31.83,6/1/2014,14:54:00,19875,6/1/2014,15:16:00,19875,14:54:00,15:16:00
VTS,6/1/2014 21:35,6/1/2014 21:38,1,0.43000001,0,0,1,,0,0,CSH,3.5,0.5,0.5,0,0,4.5,6/1/2014,21:35:00,19875,6/1/2014,21:38:00,19875,21:35:00,21:38:00
CMT,6/1/2014 20:15,6/1/2014 20:19,1,0.89999998,-73.969452,40.7981,1,N,-73.977303,40.787609,CRD,5.5,0.5,0.5,1.3,0,7.8000002,6/1/2014,20:15:34,19875,6/1/2014,20:19:42,19875,20:15:34,20:19:42
CMT,6/1/2014 20:15,6/1/2014 20:25,2,1.4,-74.009232,40.712456,1,N,-73.994431,40.722187,CRD,8,0,0.5,1.7,0,10.2,6/1/2014,20:15:34,19875,6/1/2014,20:25:29,19875,20:15:34,20:25:29
CMT,6/1/2014 20:15,6/1/2014 20:19,1,1,-74.001915,40.750984,1,N,-73.992188,40.764256,CSH,5.5,0.5,0.5,0,0,6.5,6/1/2014,20:15:31,19875,6/1/2014,20:19:12,19875,20:15:31,20:19:12
CMT,6/1/2014 20:15,6/1/2014 20:23,1,3,-73.788757,40.641834,1,Y,-73.795853,40.66769,CSH,10.5,0.5,0.5,0,0,11.5,6/1/2014,20:15:31,19875,6/1/2014,20:23:15,19875,20:15:31,20:23:15
CMT,6/1/2014 20:15,6/1/2014 20:20,2,0.89999998,-73.969841,40.76302,1,N,-73.965508,40.754414,CRD,5.5,0.5,0.5,1.3,0,7.8000002,6/1/2014,20:15:30,19875,6/1/2014,20:20:18,19875,20:15:30,20:20:18
CMT,6/1/2014 18:41,6/1/2014 18:45,1,0.80000001,-73.974686,40.783192,1,N,-73.980507,40.782806,CSH,5,0,0.5,0,0,5.5,6/1/2014,18:41:45,19875,6/1/2014,18:45:57,19875,18:41:45,18:45:57
CMT,6/1/2014 21:14,6/1/2014 21:22,2,1.7,-73.987717,40.754154,1,N,-73.978493,40.7458,CRD,8,0.5,0.5,1.8,0,10.8,6/1/2014,21:14:19,19875,6/1/2014,21:22:25,19875,21:14:19,21:22:25
CMT,6/1/2014 20:15,6/1/2014 20:16,1,0.40000001,-73.994568,40.740456,1,N,-73.993484,40.744839,CSH,3.5,0.5,0.5,0,0,4.5,6/1/2014,20:15:27,19875,6/1/2014,20:16:55,19875,20:15:27,20:16:55
CMT,6/1/2014 20:15,6/1/2014 20:41,1,8.8999996,-73.99688,40.723232,1,N,-74.03611,40.63858,CRD,28.5,0.5,0.5,6.9499998,5.3299999,41.779999,6/1/2014,20:15:26,19875,6/1/2014,20:41:09,19875,20:15:26,20:41:09
CMT,6/1/2014 20:35,6/1/2014 20:47,1,0.80000001,0,0,1,N,0,0,CRD,8.5,0.5,0.5,2.8499999,0,12.35,6/1/2014,20:35:33,19875,6/1/2014,20:47:37,19875,20:35:33,20:47:37
CMT,6/1/2014 20:15,6/1/2014 20:26,1,1.9,-74.004333,40.724087,1,N,-73.981087,40.730736,CRD,10,0.5,0.5,2,0,13,6/1/2014,20:15:24,19875,6/1/2014,20:26:46,19875,20:15:24,20:26:46
CMT,6/1/2014 20:15,6/1/2014 20:25,2,2.7,-74.002083,40.750679,1,N,-73.976593,40.78336,CRD,10.5,0.5,0.5,2.3,0,13.8,6/1/2014,20:15:23,19875,6/1/2014,20:25:21,19875,20:15:23,20:25:21
CMT,6/1/2014 20:15,6/1/2014 20:15,1,0,-74.000168,40.726692,1,N,-74.00087,40.725861,CSH,2.5,0.5,0.5,0,0,3.5,6/1/2014,20:15:20,19875,6/1/2014,20:15:54,19875,20:15:20,20:15:54
CMT,6/1/2014 20:15,6/1/2014 20:33,2,5.3000002,-73.967819,40.802891,1,N,-74.001823,40.746582,CRD,18.5,0.5,0.5,3.9000001,0,23.4,6/1/2014,20:15:19,19875,6/1/2014,20:33:50,19875,20:15:19,20:33:50
CMT,6/1/2014 20:15,6/1/2014 20:23,4,2.2,-73.978798,40.77169,1,N,-73.973274,40.748314,CRD,9,0.5,0.5,1.5,0,11.5,6/1/2014,20:15:19,19875,6/1/2014,20:23:57,19875,20:15:19,20:23:57
CMT,6/1/2014 20:15,6/1/2014 20:50,3,11.2,-73.792572,40.656967,1,N,-73.971581,40.677288,CRD,35,0.5,0.5,6,0,42,6/1/2014,20:15:14,19875,6/1/2014,20:50:14,19875,20:15:14,20:50:14
VTS,6/1/2014 19:56,6/1/2014 20:22,1,3.6300001,-73.977371,40.787556,1,,-74.008133,40.746712,CRD,18.5,0,0.5,2,0,21,6/1/2014,19:56:00,19875,6/1/2014,20:22:00,19875,19:56:00,20:22:00
CMT,6/1/2014 17:43,6/1/2014 17:53,1,1.9,-73.98819,40.737843,1,N,-73.971962,40.761814,CRD,9.5,0,0.5,2,0,12,6/1/2014,17:43:04,19875,6/1/2014,17:53:56,19875,17:43:04,17:53:56
CMT,6/1/2014 10:50,6/1/2014 11:19,1,3.2,-73.993355,40.752602,1,N,-73.998077,40.716175,CSH,19,0,0.5,0,0,19.5,6/1/2014,10:50:31,19875,6/1/2014,11:19:18,19875,10:50:31,11:19:18
CMT,6/1/2014 20:55,6/1/2014 21:22,1,11.8,-74.006859,40.748798,1,N,-73.913338,40.886951,CRD,33.5,0.5,0.5,7.3800001,2.4400001,44.32,6/1/2014,20:55:00,19875,6/1/2014,21:22:43,19875,20:55:00,21:22:43
CMT,6/1/2014 20:15,6/1/2014 20:32,3,2.9000001,-73.937325,40.804333,1,N,-73.909653,40.82637,CSH,14,0.5,0.5,0,0,15,6/1/2014,20:15:02,19875,6/1/2014,20:32:20,19875,20:15:02,20:32:20
CMT,6/1/2014 20:15,6/1/2014 20:23,1,1.6,-73.963898,40.771469,1,N,-73.978981,40.750328,CRD,8.5,0.5,0.5,1.9,0,11.4,6/1/2014,20:15:01,19875,6/1/2014,20:23:02,19875,20:15:01,20:23:02
VTS,6/1/2014 20:15,6/1/2014 20:58,1,7.2800002,-73.974106,40.793892,1,,-73.992683,40.715015,CRD,31,0.5,0.5,4.5,0,36.5,6/1/2014,20:15:00,19875,6/1/2014,20:58:00,19875,20:15:00,20:58:00
VTS,6/1/2014 20:15,6/1/2014 20:20,1,0.69,-73.992844,40.73,1,,-73.999687,40.721714,CRD,5,0.5,0.5,1.1,0,7.0999999,6/1/2014,20:15:00,19875,6/1/2014,20:20:00,19875,20:15:00,20:20:00
CMT,6/1/2014 20:54,6/1/2014 21:12,1,4,-73.991753,40.749222,1,N,-73.945358,40.775295,CRD,15.5,0.5,0.5,3.3,0,19.799999,6/1/2014,20:54:58,19875,6/1/2014,21:12:22,19875,20:54:58,21:12:22
VTS,6/1/2014 20:15,6/1/2014 20:22,2,1.85,-73.989311,40.752888,1,,-73.972954,40.764599,CSH,8,0.5,0.5,0,0,9,6/1/2014,20:15:00,19875,6/1/2014,20:22:00,19875,20:15:00,20:22:00
CMT,6/1/2014 21:34,6/1/2014 21:49,1,2.7,-73.968651,40.799606,1,N,-73.948921,40.777489,CRD,12.5,0.5,0.5,2.5,0,16,6/1/2014,21:34:47,19875,6/1/2014,21:49:27,19875,21:34:47,21:49:27
VTS,6/1/2014 19:37,6/1/2014 19:57,1,7.7600002,-73.870903,40.773739,1,,-73.955284,40.799698,CRD,23.5,0,0.5,5,5.3299999,34.330002,6/1/2014,19:37:00,19875,6/1/2014,19:57:00,19875,19:37:00,19:57:00
VTS,6/1/2014 20:15,6/1/2014 20:26,1,2.46,-74.000099,40.718979,1,,-74.004219,40.742661,CSH,10.5,0.5,0.5,0,0,11.5,6/1/2014,20:15:00,19875,6/1/2014,20:26:00,19875,20:15:00,20:26:00
VTS,6/1/2014 20:15,6/1/2014 20:20,5,1.03,-73.978584,40.763081,1,,-73.963371,40.762733,CSH,5.5,0.5,0.5,0,0,6.5,6/1/2014,20:15:00,19875,6/1/2014,20:20:00,19875,20:15:00,20:20:00
VTS,6/1/2014 20:15,6/1/2014 20:36,6,11.88,-73.86557,40.770905,1,,-73.789673,40.647007,CRD,33,0.5,0.5,6.6999998,0,40.700001,6/1/2014,20:15:00,19875,6/1/2014,20:36:00,19875,20:15:00,20:36:00
VTS,6/1/2014 19:37,6/1/2014 19:51,2,1.73,-74.006699,40.748749,1,,-73.982002,40.746105,CSH,11,0,0.5,0,0,11.5,6/1/2014,19:37:00,19875,6/1/2014,19:51:00,19875,19:37:00,19:51:00
VTS,6/1/2014 20:15,6/1/2014 20:29,3,3.1400001,-73.965851,40.765587,1,,-73.996986,40.733315,CRD,12.5,0.5,0.5,2.5999999,0,16.1,6/1/2014,20:15:00,19875,6/1/2014,20:29:00,19875,20:15:00,20:29:00
VTS,6/1/2014 20:15,6/1/2014 20:25,1,4.3400002,-73.973404,40.748322,1,,-74.004105,40.707619,CRD,14,0.5,0.5,2.9000001,0,17.9,6/1/2014,20:15:00,19875,6/1/2014,20:25:00,19875,20:15:00,20:25:00
CMT,6/1/2014 20:15,6/1/2014 20:18,1,0.60000002,-73.980156,40.734512,1,N,-73.978386,40.741776,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:15:00,19875,6/1/2014,20:18:02,19875,20:15:00,20:18:02
CMT,6/1/2014 21:54,6/1/2014 21:55,1,0,-73.988983,40.756695,1,Y,-73.990013,40.756546,CSH,3,0.5,0.5,0,0,4,6/1/2014,21:54:48,19875,6/1/2014,21:55:53,19875,21:54:48,21:55:53
VTS,6/1/2014 20:15,6/1/2014 20:21,3,1.37,-73.971123,40.7579,1,,-73.983994,40.740601,CRD,6.5,0.5,0.5,2.0999999,0,9.6000004,6/1/2014,20:15:00,19875,6/1/2014,20:21:00,19875,20:15:00,20:21:00
VTS,6/1/2014 15:20,6/1/2014 15:37,2,3.3299999,-73.963615,40.717789,1,,-73.986664,40.702061,CSH,14,0,0.5,0,0,14.5,6/1/2014,15:20:00,19875,6/1/2014,15:37:00,19875,15:20:00,15:37:00
VTS,6/1/2014 20:15,6/1/2014 20:22,5,1.15,-73.980682,40.73838,1,,0,0,CRD,7,0.5,0.5,1.5,0,9.5,6/1/2014,20:15:00,19875,6/1/2014,20:22:00,19875,20:15:00,20:22:00
VTS,6/1/2014 20:15,6/1/2014 20:46,1,7.3499999,-73.995651,40.731831,1,,-73.960304,40.657612,CSH,25.5,0.5,0.5,0,0,26.5,6/1/2014,20:15:00,19875,6/1/2014,20:46:00,19875,20:15:00,20:46:00
VTS,6/1/2014 19:56,6/1/2014 20:04,1,2.48,-73.98333,40.746937,1,,-73.960243,40.776463,CSH,9.5,0,0.5,0,0,10,6/1/2014,19:56:00,19875,6/1/2014,20:04:00,19875,19:56:00,20:04:00
CMT,6/1/2014 22:15,6/1/2014 22:26,1,1.4,-73.97197,40.753918,1,Y,-73.98896,40.744621,CSH,6,0.5,0.5,0,0,7,6/1/2014,22:15:42,19875,6/1/2014,22:26:54,19875,22:15:42,22:26:54
VTS,6/1/2014 20:15,6/1/2014 20:25,6,1.34,-73.971046,40.751488,1,,-73.98645,40.750763,CSH,8,0.5,0.5,0,0,9,6/1/2014,20:15:00,19875,6/1/2014,20:25:00,19875,20:15:00,20:25:00
VTS,6/1/2014 0:23,6/1/2014 0:32,2,2.1800001,-73.990662,40.72842,1,,-73.99073,40.75061,CRD,9,0.5,0.5,1.9,0,11.9,6/1/2014,0:23:00,19875,6/1/2014,0:32:00,19875,0:23:00,0:32:00
CMT,6/1/2014 21:54,6/1/2014 22:19,1,5.6999998,-73.974823,40.752621,0,N,-73.953362,40.710716,CSH,22.5,0.5,0.5,0,0,23.5,6/1/2014,21:54:34,19875,6/1/2014,22:19:17,19875,21:54:34,22:19:17
VTS,6/1/2014 21:14,6/1/2014 21:51,1,13.44,-73.776695,40.645462,1,,-73.988716,40.686031,CRD,40.5,0.5,0.5,8.1999998,0,49.700001,6/1/2014,21:14:00,19875,6/1/2014,21:51:00,19875,21:14:00,21:51:00
VTS,6/1/2014 20:15,6/1/2014 20:26,2,2.0899999,-73.994904,40.7402,1,,-73.997673,40.720917,CSH,9.5,0.5,0.5,0,0,10.5,6/1/2014,20:15:00,19875,6/1/2014,20:26:00,19875,20:15:00,20:26:00
CMT,6/1/2014 9:59,6/1/2014 10:19,2,5.5999999,-73.984749,40.759148,1,N,-74.009468,40.701977,CSH,20.5,0,0.5,0,0,21,6/1/2014,9:59:20,19875,6/1/2014,10:19:34,19875,9:59:20,10:19:34
VTS,6/1/2014 20:15,6/1/2014 20:28,1,5.7800002,-74.013329,40.704315,1,,-73.971359,40.755173,CRD,18.5,0.5,0.5,3.8,0,23.299999,6/1/2014,20:15:00,19875,6/1/2014,20:28:00,19875,20:15:00,20:28:00
VTS,6/1/2014 18:41,6/1/2014 18:52,6,0.80000001,-73.991425,40.749153,1,,-74.004524,40.752384,CRD,8.5,0,0.5,1.7,0,10.7,6/1/2014,18:41:00,19875,6/1/2014,18:52:00,19875,18:41:00,18:52:00
CMT,6/1/2014 19:55,6/1/2014 20:04,1,2.0999999,-73.961594,40.771297,1,N,-73.981903,40.743469,CRD,9,0,0.5,1.9,0,11.4,6/1/2014,19:55:52,19875,6/1/2014,20:04:49,19875,19:55:52,20:04:49
VTS,6/1/2014 19:37,6/1/2014 20:07,1,4.6100001,-73.974815,40.761772,1,,-74.009422,40.713165,CRD,20.5,0,0.5,4.0999999,0,25.1,6/1/2014,19:37:00,19875,6/1/2014,20:07:00,19875,19:37:00,20:07:00
CMT,6/1/2014 11:55,6/1/2014 12:01,1,0.89999998,-73.96331,40.770866,1,N,-73.957336,40.780102,CRD,6,0,0.5,1.3,0,7.8000002,6/1/2014,11:55:26,19875,6/1/2014,12:01:04,19875,11:55:26,12:01:04
VTS,6/1/2014 20:15,6/1/2014 20:33,1,4.5599999,-74.002777,40.760536,1,,-74.012077,40.705128,CRD,17,0.5,0.5,3.5,0,21.5,6/1/2014,20:15:00,19875,6/1/2014,20:33:00,19875,20:15:00,20:33:00
VTS,6/1/2014 20:36,6/1/2014 20:39,1,0.54000002,-73.997681,40.740196,1,,-74.00264,40.734043,CSH,4,0.5,0.5,0,0,5,6/1/2014,20:36:00,19875,6/1/2014,20:39:00,19875,20:36:00,20:39:00
VTS,6/1/2014 20:15,6/1/2014 20:35,1,5.8000002,-74.007515,40.740967,1,,-73.999977,40.682789,CRD,19.5,0.5,0.5,5.0700002,5.3299999,30.9,6/1/2014,20:15:00,19875,6/1/2014,20:35:00,19875,20:15:00,20:35:00
VTS,6/1/2014 22:01,6/1/2014 22:14,6,2.45,0,0,1,,0,0,CSH,11,0.5,0.5,0,0,12,6/1/2014,22:01:00,19875,6/1/2014,22:14:00,19875,22:01:00,22:14:00
VTS,6/1/2014 20:15,6/1/2014 21:01,1,9.6899996,-73.976273,40.785889,1,,-73.89566,40.885422,CRD,34,0.5,0.5,6.9000001,0,41.900002,6/1/2014,20:15:00,19875,6/1/2014,21:01:00,19875,20:15:00,21:01:00
CMT,6/1/2014 19:55,6/1/2014 19:59,1,0.40000001,-73.955093,40.770592,1,N,-73.959831,40.773602,CRD,4,0,0.5,0.89999998,0,5.4000001,6/1/2014,19:55:42,19875,6/1/2014,19:59:13,19875,19:55:42,19:59:13
VTS,6/1/2014 20:15,6/1/2014 20:18,6,0.69,-73.984055,40.759514,1,,-73.974304,40.764076,CSH,4.5,0.5,0.5,0,0,5.5,6/1/2014,20:15:00,19875,6/1/2014,20:18:00,19875,20:15:00,20:18:00
VTS,6/1/2014 20:15,6/1/2014 20:21,2,0.80000001,-73.974403,40.756702,1,,-73.983315,40.7593,CSH,5.5,0.5,0.5,0,0,6.5,6/1/2014,20:15:00,19875,6/1/2014,20:21:00,19875,20:15:00,20:21:00
VTS,6/1/2014 20:15,6/1/2014 20:24,5,2.05,-73.986649,40.74556,1,,-73.990486,40.766403,UNK,9,0.5,0.5,1.42,0,11.42,6/1/2014,20:15:00,19875,6/1/2014,20:24:00,19875,20:15:00,20:24:00
CMT,6/1/2014 21:54,6/1/2014 22:02,1,1.6,-73.994034,40.751297,1,Y,-73.973282,40.749462,CSH,8,0.5,0.5,0,0,9,6/1/2014,21:54:09,19875,6/1/2014,22:02:35,19875,21:54:09,22:02:35
CMT,6/1/2014 20:54,6/1/2014 21:34,1,6.3000002,-73.944397,40.779922,1,Y,-73.892731,40.746719,CSH,29.5,0.5,0.5,0,0,30.5,6/1/2014,20:54:18,19875,6/1/2014,21:34:49,19875,20:54:18,21:34:49
CMT,6/1/2014 21:54,6/1/2014 22:16,1,3.7,-73.953529,40.76712,0,N,-73.931099,40.76487,CSH,18,0.5,0.5,0,0,19,6/1/2014,21:54:08,19875,6/1/2014,22:16:32,19875,21:54:08,22:16:32
VTS,6/1/2014 20:15,6/1/2014 20:58,2,11.82,-73.98613,40.758335,1,,-73.962585,40.626762,CRD,40,0.5,0.5,5,5.3299999,51.330002,6/1/2014,20:15:00,19875,6/1/2014,20:58:00,19875,20:15:00,20:58:00
VTS,6/1/2014 20:15,6/1/2014 20:20,1,1.47,-73.97403,40.689701,1,,-73.986473,40.703079,CSH,6.5,0.5,0.5,0,0,7.5,6/1/2014,20:15:00,19875,6/1/2014,20:20:00,19875,20:15:00,20:20:00
VTS,6/1/2014 20:15,6/1/2014 20:28,2,2.9200001,-73.971909,40.791981,1,,-73.95282,40.766605,CRD,12,0.5,0.5,2,0,15,6/1/2014,20:15:00,19875,6/1/2014,20:28:00,19875,20:15:00,20:28:00
CMT,6/1/2014 22:15,6/1/2014 22:27,1,2.7,-73.989845,40.757648,1,N,-73.986801,40.733223,CRD,11.5,0.5,0.5,2,0,14.5,6/1/2014,22:15:07,19875,6/1/2014,22:27:28,19875,22:15:07,22:27:28
VTS,6/1/2014 20:15,6/1/2014 20:19,5,0.77999997,-73.986313,40.761898,1,,-73.988129,40.769508,CSH,5,0.5,0.5,0,0,6,6/1/2014,20:15:00,19875,6/1/2014,20:19:00,19875,20:15:00,20:19:00
VTS,6/1/2014 20:15,6/1/2014 20:25,2,1.49,-73.996819,40.73756,1,,-73.97657,40.732445,CSH,8,0.5,0.5,0,0,9,6/1/2014,20:15:00,19875,6/1/2014,20:25:00,19875,20:15:00,20:25:00
VTS,6/1/2014 20:15,6/1/2014 20:36,5,4.27,-73.973228,40.785038,1,,-74.005135,40.731968,CRD,17.5,0.5,0.5,3,0,21.5,6/1/2014,20:15:00,19875,6/1/2014,20:36:00,19875,20:15:00,20:36:00
VTS,6/1/2014 20:15,6/1/2014 20:26,1,2.8800001,-74.002647,40.728588,1,,-73.982391,40.763615,CSH,11,0.5,0.5,0,0,12,6/1/2014,20:15:00,19875,6/1/2014,20:26:00,19875,20:15:00,20:26:00
VTS,6/1/2014 19:18,6/1/2014 19:27,1,1.54,-74.001099,40.731602,1,,-73.983002,40.722488,CRD,8,0,0.5,1.6,0,10.1,6/1/2014,19:18:00,19875,6/1/2014,19:27:00,19875,19:18:00,19:27:00
VTS,6/1/2014 20:15,6/1/2014 21:12,1,19.549999,-73.7901,40.644009,2,,-74.004875,40.736706,CRD,52,0,0.5,14.33,5.3299999,72.160004,6/1/2014,20:15:00,19875,6/1/2014,21:12:00,19875,20:15:00,21:12:00
VTS,6/1/2014 20:15,6/1/2014 20:25,1,1.35,-73.993256,40.7477,1,,-73.974297,40.744263,CRD,8,0.5,0.5,2.1199999,0,11.12,6/1/2014,20:15:00,19875,6/1/2014,20:25:00,19875,20:15:00,20:25:00
VTS,6/1/2014 22:15,6/1/2014 22:20,1,1.09,-73.977867,40.763039,1,,-73.983597,40.755573,CSH,6,0.5,0.5,0,0,7,6/1/2014,22:15:00,19875,6/1/2014,22:20:00,19875,22:15:00,22:20:00
VTS,6/1/2014 20:15,6/1/2014 20:30,2,1.17,-74.002762,40.730206,1,,-73.986137,40.722378,CRD,10.5,0.5,0.5,2.2,0,13.7,6/1/2014,20:15:00,19875,6/1/2014,20:30:00,19875,20:15:00,20:30:00
VTS,6/1/2014 18:59,6/1/2014 19:01,1,0.40000001,-73.97924,40.785198,1,,-73.97831,40.789059,CSH,3.5,0,0.5,0,0,4,6/1/2014,18:59:00,19875,6/1/2014,19:01:00,19875,18:59:00,19:01:00
VTS,6/1/2014 18:41,6/1/2014 18:42,2,0,0,0,2,,0,0,CRD,52,0,0.5,0,5.3299999,57.830002,6/1/2014,18:41:00,19875,6/1/2014,18:42:00,19875,18:41:00,18:42:00
VTS,6/1/2014 20:17,6/1/2014 20:48,5,4.73,-73.999344,40.733784,1,,-73.993225,40.762814,CSH,21,0.5,0.5,0,0,22,6/1/2014,20:17:00,19875,6/1/2014,20:48:00,19875,20:17:00,20:48:00
CMT,6/1/2014 20:14,6/1/2014 20:20,2,1,-73.991791,40.749954,1,N,-73.983047,40.751896,CRD,6,0.5,0.5,1.4,0,8.3999996,6/1/2014,20:14:58,19875,6/1/2014,20:20:59,19875,20:14:58,20:20:59
VTS,6/1/2014 19:18,6/1/2014 19:36,5,2.4100001,-73.983315,40.750008,1,,-73.996422,40.723858,CRD,13.5,0,0.5,2.7,0,16.700001,6/1/2014,19:18:00,19875,6/1/2014,19:36:00,19875,19:18:00,19:36:00
CMT,6/1/2014 20:14,6/1/2014 20:20,1,0.89999998,-73.982758,40.73938,1,N,-73.983383,40.730118,CSH,5.5,0.5,0.5,0,0,6.5,6/1/2014,20:14:58,19875,6/1/2014,20:20:44,19875,20:14:58,20:20:44
CMT,6/1/2014 20:14,6/1/2014 20:14,2,0,-73.978325,40.737255,1,Y,0,0,CSH,11,0.5,0.5,0,0,12,6/1/2014,20:14:57,19875,6/1/2014,20:14:57,19875,20:14:57,20:14:57
CMT,6/1/2014 20:14,6/1/2014 20:29,1,2.2,-74.006912,40.730366,1,N,-73.983009,40.744167,CRD,11.5,0.5,0.5,2.5,0,15,6/1/2014,20:14:56,19875,6/1/2014,20:29:26,19875,20:14:56,20:29:26
CMT,6/1/2014 20:14,6/1/2014 20:20,1,0.5,-73.986336,40.763706,1,N,-73.994392,40.766338,CRD,5.5,0,0.5,0.5,0,6.5,6/1/2014,20:14:55,19875,6/1/2014,20:20:39,19875,20:14:55,20:20:39
CMT,6/1/2014 20:14,6/1/2014 20:24,1,3.8,-73.981079,40.77029,1,N,-73.966072,40.799877,CRD,13.5,0.5,0.5,2.9000001,0,17.4,6/1/2014,20:14:54,19875,6/1/2014,20:24:04,19875,20:14:54,20:24:04
CMT,6/1/2014 20:14,6/1/2014 20:33,1,9.3000002,-73.86274,40.768822,1,N,-73.976807,40.741924,CRD,26.5,0.5,0.5,6.5500002,5.3299999,39.380001,6/1/2014,20:14:53,19875,6/1/2014,20:33:45,19875,20:14:53,20:33:45
CMT,6/1/2014 20:14,6/1/2014 20:26,3,3.2,-73.991348,40.750523,1,N,-73.955086,40.773392,CSH,12,0.5,0.5,0,0,13,6/1/2014,20:14:51,19875,6/1/2014,20:26:58,19875,20:14:51,20:26:58
CMT,6/1/2014 20:14,6/1/2014 20:37,2,12.1,-73.781662,40.644836,4,N,-73.672516,40.737705,CSH,44.5,0.5,0.5,0,0,45.5,6/1/2014,20:14:51,19875,6/1/2014,20:37:14,19875,20:14:51,20:37:14
VTS,6/1/2014 21:34,6/1/2014 21:56,2,5.9200001,-73.996597,40.719238,1,,-73.994568,40.760235,CRD,21,0.5,0.5,3.5,0,25.5,6/1/2014,21:34:00,19875,6/1/2014,21:56:00,19875,21:34:00,21:56:00
VTS,6/1/2014 21:54,6/1/2014 21:59,1,0.76999998,-73.988892,40.730927,1,,-73.997437,40.735104,CRD,5.5,0.5,0.5,1,0,7.5,6/1/2014,21:54:00,19875,6/1/2014,21:59:00,19875,21:54:00,21:59:00
VTS,6/1/2014 18:22,6/1/2014 19:39,5,22.73,-73.78817,40.641483,2,,-74.008881,40.738792,CRD,52,0,0.5,11.47,5.3299999,69.300003,6/1/2014,18:22:00,19875,6/1/2014,19:39:00,19875,18:22:00,19:39:00
CMT,6/1/2014 20:14,6/1/2014 20:23,1,2.5,-73.979507,40.761147,1,N,-73.952065,40.781525,CRD,9.5,0.5,0.5,3,0,13.5,6/1/2014,20:14:45,19875,6/1/2014,20:23:27,19875,20:14:45,20:23:27
CMT,6/1/2014 18:18,6/1/2014 18:40,1,3.3,-73.948235,40.774578,1,N,-73.984871,40.752834,CSH,16,0,0.5,0,0,16.5,6/1/2014,18:18:46,19875,6/1/2014,18:40:57,19875,18:18:46,18:40:57
CMT,6/1/2014 20:14,6/1/2014 20:39,1,9.6000004,-73.862732,40.768898,1,N,-73.991425,40.742386,CRD,29,0.5,0.5,6.5,5.3299999,41.830002,6/1/2014,20:14:44,19875,6/1/2014,20:39:44,19875,20:14:44,20:39:44
CMT,6/1/2014 20:14,6/1/2014 20:23,1,2.2,-73.981598,40.746937,1,N,-73.956131,40.764454,CRD,9.5,0.5,0.5,1,0,11.5,6/1/2014,20:14:43,19875,6/1/2014,20:23:11,19875,20:14:43,20:23:11
CMT,6/1/2014 20:14,6/1/2014 20:38,1,8.6000004,-73.958519,40.717121,1,N,-74.010445,40.704643,CRD,27,0.5,0.5,2,5.3299999,35.330002,6/1/2014,20:14:42,19875,6/1/2014,20:38:46,19875,20:14:42,20:38:46
CMT,6/1/2014 20:14,6/1/2014 20:29,1,1.9,-73.988571,40.731514,1,N,-74.004532,40.707291,CSH,11,0.5,0.5,0,0,12,6/1/2014,20:14:38,19875,6/1/2014,20:29:34,19875,20:14:38,20:29:34
CMT,6/1/2014 20:34,6/1/2014 20:43,3,0.69999999,-73.992462,40.748726,1,N,-73.980637,40.743504,CRD,6.5,0.5,0.5,1.5,0,9,6/1/2014,20:34:45,19875,6/1/2014,20:43:00,19875,20:34:45,20:43:00
CMT,6/1/2014 20:31,6/1/2014 20:43,1,2.2,-73.952583,40.772419,1,N,-73.980804,40.774342,CSH,11,0.5,0.5,0,0,12,6/1/2014,20:31:04,19875,6/1/2014,20:43:24,19875,20:31:04,20:43:24
VTS,6/1/2014 19:55,6/1/2014 20:01,3,2.05,-74.008369,40.712173,1,,-74.006332,40.736454,CRD,8.5,0,0.5,2.55,0,11.55,6/1/2014,19:55:00,19875,6/1/2014,20:01:00,19875,19:55:00,20:01:00
VTS,6/1/2014 19:18,6/1/2014 19:30,1,2.72,-73.934349,40.836872,1,,-73.960197,40.78183,CRD,11.5,0,0.5,2.3,0,14.3,6/1/2014,19:18:00,19875,6/1/2014,19:30:00,19875,19:18:00,19:30:00
VTS,6/1/2014 22:15,6/1/2014 22:34,2,5.6999998,-73.99646,40.748032,1,,-73.934082,40.795357,CRD,18.5,0.5,0.5,4.75,0,24.25,6/1/2014,22:15:00,19875,6/1/2014,22:34:00,19875,22:15:00,22:34:00
CMT,6/1/2014 20:14,6/1/2014 20:21,1,1,-73.975754,40.740631,1,N,-73.976234,40.751377,CRD,7,0.5,0.5,2,0,10,6/1/2014,20:14:30,19875,6/1/2014,20:21:23,19875,20:14:30,20:21:23
CMT,6/1/2014 20:14,6/1/2014 20:19,1,1,-73.979279,40.771885,1,N,-73.964386,40.767963,CSH,6,0.5,0.5,0,0,7,6/1/2014,20:14:29,19875,6/1/2014,20:19:36,19875,20:14:29,20:19:36
