vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,pickup_datetime1,pickup_datetime2,pickup_date,dropoff_datetime1,dropoff_time,dropoff_date,pickup_time,pickup_hour,pickup_minutes,pickup_seconds,customer_id
VTS,6/1/2014 17:00,6/1/2014 17:29,1,11.44999981,-73.97602081,40.75618744,1,,-73.86435699,40.76999283,CRD,33,0,0.5,9.579999924,5.329999924,48.40999985,6/1/2014,17:00:00,19875,6/1/2014,17:29:00,19875,5:00:00 PM,17,0,0,69
VTS,6/1/2014 17:00,6/1/2014 17:16,1,3.140000105,-73.97631073,40.78085709,1,,-73.94681549,40.80070114,CSH,14,0,0.5,0,0,14.5,6/1/2014,17:00:00,19875,6/1/2014,17:16:00,19875,5:00:00 PM,17,0,0,70
VTS,6/1/2014 17:00,6/1/2014 17:11,1,2.289999962,-73.97677612,40.75167465,1,,-73.99951935,40.73260117,CRD,10.5,0,0.5,3.150000095,0,14.14999962,6/1/2014,17:00:00,19875,6/1/2014,17:11:00,19875,5:00:00 PM,17,0,0,71
VTS,6/1/2014 17:00,6/1/2014 17:06,5,0.959999979,-73.97689819,40.68392181,1,,-73.98556519,40.67816162,CSH,6,0,0.5,0,0,6.5,6/1/2014,17:00:00,19875,6/1/2014,17:06:00,19875,5:00:00 PM,17,0,0,72
VTS,6/1/2014 17:00,6/1/2014 17:12,4,2.549999952,-73.97709656,40.76141739,1,,-73.94711304,40.7759285,CSH,11.5,0,0.5,0,0,12,6/1/2014,17:00:00,19875,6/1/2014,17:12:00,19875,5:00:00 PM,17,0,0,73
VTS,6/1/2014 17:00,6/1/2014 17:15,1,2.789999962,-73.97737122,40.75323868,1,,-73.9825058,40.78226852,CSH,12,0,0.5,0,0,12.5,6/1/2014,17:00:00,19875,6/1/2014,17:15:00,19875,5:00:00 PM,17,0,0,74
VTS,6/1/2014 17:00,6/1/2014 17:07,1,1.710000038,-73.97743988,40.75336456,1,,-73.9798584,40.77088165,CRD,7,0,0.5,1,0,8.5,6/1/2014,17:00:00,19875,6/1/2014,17:07:00,19875,5:00:00 PM,17,0,0,75
VTS,6/1/2014 17:00,6/1/2014 18:02,2,19.94000053,-73.97759247,40.78929138,2,,-73.78969574,40.64696503,CRD,52,0,0.5,17.20000076,5.329999924,75.02999878,6/1/2014,17:00:00,19875,6/1/2014,18:02:00,19875,5:00:00 PM,17,0,0,76
VTS,6/1/2014 17:00,6/1/2014 17:04,1,0.600000024,-73.97781372,40.78674316,1,,-73.97460175,40.79338837,CRD,4.5,0,0.5,0.5,0,5.5,6/1/2014,17:00:00,19875,6/1/2014,17:04:00,19875,5:00:00 PM,17,0,0,77
VTS,6/1/2014 17:00,6/1/2014 17:09,6,1.25999999,-73.97866058,40.78263474,1,,-73.98230743,40.76832581,CSH,7.5,0,0.5,0,0,8,6/1/2014,17:00:00,19875,6/1/2014,17:09:00,19875,5:00:00 PM,17,0,0,78
VTS,6/1/2014 17:00,6/1/2014 17:12,6,1.580000043,-73.97895813,40.76150513,1,,-73.9566803,40.77103043,CSH,10,0,0.5,0,0,10.5,6/1/2014,17:00:00,19875,6/1/2014,17:12:00,19875,5:00:00 PM,17,0,0,79
VTS,6/1/2014 17:00,6/1/2014 17:02,1,0.730000019,-73.97896576,40.78238678,1,,-73.97223663,40.79148865,CRD,4,0,0.5,0.800000012,0,5.300000191,6/1/2014,17:00:00,19875,6/1/2014,17:02:00,19875,5:00:00 PM,17,0,0,80
VTS,6/1/2014 17:00,6/1/2014 17:03,3,1.320000052,-73.97915649,40.76670837,1,,-73.99100494,40.75036621,CSH,5.5,0,0.5,0,0,6,6/1/2014,17:00:00,19875,6/1/2014,17:03:00,19875,5:00:00 PM,17,0,0,81
VTS,6/1/2014 17:00,6/1/2014 17:38,1,4.739999771,-73.9792099,40.76391602,1,,-74.00366211,40.73223114,CSH,24.5,0,0.5,0,0,25,6/1/2014,17:00:00,19875,6/1/2014,17:38:00,19875,5:00:00 PM,17,0,0,82
VTS,6/1/2014 17:00,6/1/2014 17:07,1,1.74000001,-73.98008728,40.7706337,1,,-73.97151947,40.7925148,CRD,7.5,0,0.5,1.879999995,0,9.880000114,6/1/2014,17:00:00,19875,6/1/2014,17:07:00,19875,5:00:00 PM,17,0,0,83
VTS,6/1/2014 17:00,6/1/2014 17:05,1,1.070000052,-73.98065186,40.76749802,1,,-73.97512054,40.7585907,CRD,5.5,0,0.5,1.100000024,0,7.099999905,6/1/2014,17:00:00,19875,6/1/2014,17:05:00,19875,5:00:00 PM,17,0,0,84
VTS,6/1/2014 17:00,6/1/2014 17:53,2,18.94000053,-73.9812088,40.7526474,3,,-74.17767334,40.69542313,CRD,76.5,0,0,21.87999916,11,109.3799973,6/1/2014,17:00:00,19875,6/1/2014,17:53:00,19875,5:00:00 PM,17,0,0,85
VTS,6/1/2014 17:00,6/1/2014 17:17,1,2.160000086,-73.98136139,40.76886749,1,,-73.95845795,40.78133774,CSH,13,0,0.5,0,0,13.5,6/1/2014,17:00:00,19875,6/1/2014,17:17:00,19875,5:00:00 PM,17,0,0,86
VTS,6/1/2014 17:00,6/1/2014 17:06,3,0.569999993,-73.98168945,40.77890778,1,,-73.98221588,40.77286148,CSH,5.5,0,0.5,0,0,6,6/1/2014,17:00:00,19875,6/1/2014,17:06:00,19875,5:00:00 PM,17,0,0,87
VTS,6/1/2014 17:00,6/1/2014 17:04,1,1,-73.98171234,40.77275848,1,,-73.96598816,40.7686348,CRD,5.5,0,0.5,0,0,6,6/1/2014,17:00:00,19875,6/1/2014,17:04:00,19875,5:00:00 PM,17,0,0,88
VTS,6/1/2014 17:00,6/1/2014 17:19,1,1.220000029,-73.98176575,40.75365067,1,,-73.98977661,40.75228119,CSH,12,0,0.5,0,0,12.5,6/1/2014,17:00:00,19875,6/1/2014,17:19:00,19875,5:00:00 PM,17,0,0,89
VTS,6/1/2014 17:00,6/1/2014 17:06,2,1.080000043,-73.98236084,40.76732254,1,,-73.98378754,40.78035355,CSH,6.5,0,0.5,0,0,7,6/1/2014,17:00:00,19875,6/1/2014,17:06:00,19875,5:00:00 PM,17,0,0,90
VTS,6/1/2014 17:00,6/1/2014 17:25,1,2.819999933,-73.98238373,40.77104187,1,,-74.00531006,40.74019623,CSH,17.5,0,0.5,0,0,18,6/1/2014,17:00:00,19875,6/1/2014,17:25:00,19875,5:00:00 PM,17,0,0,91
VTS,6/1/2014 17:00,6/1/2014 17:12,2,2.039999962,-73.98240662,40.75548935,1,,-74.00428009,40.7477417,CSH,10.5,0,0.5,0,0,11,6/1/2014,17:00:00,19875,6/1/2014,17:12:00,19875,5:00:00 PM,17,0,0,92
VTS,6/1/2014 17:00,6/1/2014 17:07,3,1.539999962,-73.98246002,40.76211548,1,,-73.98187256,40.74618149,CRD,7.5,0,0.5,1.879999995,0,9.880000114,6/1/2014,17:00:00,19875,6/1/2014,17:07:00,19875,5:00:00 PM,17,0,0,93
VTS,6/1/2014 17:00,6/1/2014 17:08,3,1.620000005,-73.98247528,40.77085114,1,,-73.9741745,40.79180145,CSH,8.5,0,0.5,0,0,9,6/1/2014,17:00:00,19875,6/1/2014,17:08:00,19875,5:00:00 PM,17,0,0,94
VTS,6/1/2014 17:00,6/1/2014 17:17,1,5.429999828,-73.9826889,40.75652695,1,,-74.00428009,40.70555115,CSH,18.5,0,0.5,0,0,19,6/1/2014,17:00:00,19875,6/1/2014,17:17:00,19875,5:00:00 PM,17,0,0,95
VTS,6/1/2014 17:00,6/1/2014 17:11,5,1.850000024,-73.98291779,40.69293976,1,,-73.96420288,40.67996216,CRD,9,0,0.5,1.799999952,0,11.30000019,6/1/2014,17:00:00,19875,6/1/2014,17:11:00,19875,5:00:00 PM,17,0,0,96
