customer_id,pickup_date,pickup_time,pickup_latitude,pickup_longitude,passenger_count,dropoff_date,dropoff_time,dropoff_latitude,dropoff_longitude,trip_distance,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
1,6/1/2014,8:00:00,40.6453743,-73.78033447,1,6/1/2014,8:20:00,40.72224045,-73.9438858,14.85000038,40,0,0.5,8,0,48.5
2,6/1/2014,8:00:00,40.6449852,-73.78107452,1,6/1/2014,9:04:00,40.75770187,-73.97472382,18.57999992,52,0,0.5,11.47000027,5.329999924,69.30000305
3,6/1/2014,8:00:00,40.74703979,-73.8885498,1,6/1/2014,8:08:00,40.74546051,-73.90455627,1.929999948,8,0,0.5,0,0,8.5
4,6/1/2014,8:00:00,40.76939774,-73.91092682,1,6/1/2014,8:11:00,40.75780106,-73.95515442,3.480000019,13,0,0.5,0,0,13.5
5,6/1/2014,8:00:00,40.74325562,-73.91825104,2,6/1/2014,8:17:00,40.7564888,-73.98956299,5.25,18,0,0.5,0,0,18.5
6,6/1/2014,8:00:00,40.74432755,-73.93015289,1,6/1/2014,8:02:00,40.74276352,-73.92066193,0.560000002,4,0,0.5,0,0,4.5
7,6/1/2014,8:00:00,40.75951004,-73.9322052,1,6/1/2014,8:05:00,40.75938034,-73.91883087,1.340000033,6.5,0,0.5,0,0,7
8,6/1/2014,8:00:00,40.85061646,-73.9372406,1,6/1/2014,8:19:09,40.73423767,-73.98668671,9.899999619,29,0,0.5,0,0,29.5
9,6/1/2014,8:00:00,40.79309082,-73.94065094,2,6/1/2014,8:04:00,40.79148865,-73.94656372,0.839999974,5,0,0.5,0,0,5.5
10,6/1/2014,8:00:00,40.8395462,-73.94101715,1,6/1/2014,8:24:00,40.77309418,-73.95201874,5.96999979,21.5,0,0.5,3,0,25
11,6/1/2014,8:00:00,40.78125763,-73.94608307,1,6/1/2014,8:08:00,40.76553345,-73.96797943,1.99000001,9,0,0.5,0,0,9.5
12,6/1/2014,8:00:00,40.79986572,-73.94676208,5,6/1/2014,8:05:00,40.78160095,-73.96038818,1.649999976,7,0,0.5,1.75,0,9.25
13,6/1/2014,8:00:00,40.77873993,-73.9477005,1,6/1/2014,8:16:00,40.75209045,-73.99528503,4.019999981,15,0,0.5,0,0,15.5
14,6/1/2014,8:00:00,40.78537369,-73.94947815,1,6/1/2014,8:19:00,40.87973022,-73.87902832,10.68000031,31,0,0.5,5,0,36.5
15,6/1/2014,8:00:00,40.76986313,-73.95172882,5,6/1/2014,8:02:00,40.76416779,-73.95343781,0.540000021,4,0,0.5,1,0,5.5
16,6/1/2014,8:00:00,40.77242279,-73.95301819,5,6/1/2014,8:09:00,40.78351212,-73.97890472,1.809999943,8.5,0,0.5,0,0,9
17,6/1/2014,8:00:00,40.74320984,-73.95310211,2,6/1/2014,8:13:00,40.77134323,-73.96773529,3.690000057,14,0,0.5,2,0,16.5
18,6/1/2014,8:00:00,40.78221893,-73.95362854,1,6/1/2014,8:11:00,40.76797485,-73.98599243,2.849999905,11.5,0,0.5,1.5,0,13.5
19,6/1/2014,8:00:00,40.78138733,-73.95427704,1,6/1/2014,8:07:00,40.75170517,-73.97590637,2.349999905,8.5,0,0.5,2.119999886,0,11.11999989
20,6/1/2014,8:00:00,40.7209053,-73.95513916,1,6/1/2014,8:06:00,40.71797562,-73.95800781,1.460000038,7,0,0.5,1,0,8.5
21,6/1/2014,8:00:00,40.7864151,-73.95684052,1,6/1/2014,8:05:00,40.75703049,-73.97830963,2.430000067,8.5,0,0.5,0,0,9
22,6/1/2014,8:00:00,40.76828384,-73.95692444,5,6/1/2014,8:12:00,40.79269028,-73.97293854,2.630000114,11.5,0,0.5,0,0,12
23,6/1/2014,8:00:00,40.7749939,-73.95890045,1,6/1/2014,8:09:00,40.73666763,-73.98902893,3.269999981,11,0,0.5,1.5,0,13
24,6/1/2014,8:00:00,40.80516052,-73.96600342,6,6/1/2014,8:08:00,40.78226089,-73.97151947,2.00999999,9,0,0.5,1.799999952,0,11.30000019
25,6/1/2014,8:00:00,40.77286911,-73.96678925,1,6/1/2014,8:07:00,40.77974701,-73.98390961,1.679999948,8,0,0.5,1.600000024,0,10.10000038
26,6/1/2014,8:00:00,40.79400635,-73.96684265,1,6/1/2014,8:15:00,40.74195862,-73.97458649,4.840000153,16.5,0,0.5,0,0,17
27,6/1/2014,8:00:00,40.80012131,-73.96803284,1,6/1/2014,8:08:00,40.82474899,-73.9466095,2.25,9,0,0.5,2,0,11.5
28,6/1/2014,8:00:00,40.78549576,-73.96926117,6,6/1/2014,8:06:00,40.76599121,-73.9719162,1.710000038,7,0,0.5,1.75,0,9.25
29,6/1/2014,8:00:00,40.80019379,-73.96936798,1,6/1/2014,8:15:00,40.75031662,-73.99149323,4.150000095,14.5,0,0.5,4.349999905,0,19.35000038
30,6/1/2014,8:00:00,40.7575531,-73.97048187,1,6/1/2014,8:03:00,40.76160812,-73.97423553,0.439999998,4,0,0.5,0,0,4.5
31,6/1/2014,8:00:00,40.78208542,-73.97175598,2,6/1/2014,8:11:00,40.8164711,-73.94274902,3.069999933,12.5,0,0.5,0,0,13
32,6/1/2014,8:00:00,40.76106644,-73.9723587,1,6/1/2014,8:02:00,40.75497437,-73.97559357,0.629999995,4,0,0.5,0,0,4.5
33,6/1/2014,8:00:00,40.74367142,-73.9728775,1,6/1/2014,8:07:00,40.74953079,-73.98682404,1.090000033,7,0,0.5,1.399999976,0,8.899999619
34,6/1/2014,8:00:00,40.7552681,-73.97486877,6,6/1/2014,8:06:00,40.77819061,-73.95884705,1.860000014,8,0,0.5,0,0,8.5
35,6/1/2014,8:00:00,40.75677109,-73.97489166,1,6/1/2014,8:14:00,40.70385742,-74.01441193,5.820000172,18.5,0,0.5,0,0,19
36,6/1/2014,8:00:00,40.75762177,-73.97503662,3,6/1/2014,8:10:00,40.77408981,-73.95961761,1.929999948,9,0,0.5,0,0,9.5
37,6/1/2014,8:00:00,40.7617836,-73.9750824,4,6/1/2014,8:01:00,40.75978851,-73.97650146,0.200000003,3,0,0.5,0,0,3.5
38,6/1/2014,8:00:00,40.76305771,-73.97704315,6,6/1/2014,8:03:00,40.76926422,-73.9825592,0.670000017,4.5,0,0.5,0,0,5
39,6/1/2014,8:00:00,40.7254715,-73.97792816,1,6/1/2014,8:24:00,40.68662262,-73.86785889,16.37000084,44.5,0,0.5,0,0,45
40,6/1/2014,8:00:00,40.74981689,-73.97808075,1,6/1/2014,8:06:00,40.74630737,-73.98863983,1.330000043,7,0,0.5,0,0,7.5
41,6/1/2014,8:00:00,40.76670837,-73.98167419,5,6/1/2014,8:17:00,40.72434998,-73.9850235,3.75999999,15,0,0.5,2.5,0,18
42,6/1/2014,8:00:00,40.77152634,-73.98243713,1,6/1/2014,8:28:00,40.7707901,-73.86543274,11.93999958,36,0,0.5,0,5.329999924,41.83000183
43,6/1/2014,8:00:00,40.73140335,-73.98252106,4,6/1/2014,8:08:00,40.77114868,-73.95368958,3.579999924,11,0,0.5,0,0,11.5
44,6/1/2014,8:00:00,40.76146317,-73.98545074,1,6/1/2014,8:22:00,40.77378845,-73.87049866,10,29.5,0,0.5,0,0,30
45,6/1/2014,8:00:00,40.74455261,-73.9855423,1,6/1/2014,8:03:00,40.74779129,-73.98927307,0.400000006,4,0,0.5,0,0,4.5
46,6/1/2014,8:00:00,40.7582283,-73.98619843,1,6/1/2014,8:07:00,40.78505707,-73.96943665,2.190000057,9,0,0.5,1.5,0,11
47,6/1/2014,8:00:00,40.75770187,-73.98651123,1,6/1/2014,8:15:00,40.70979309,-74.01416779,4.900000095,17,0,0.5,0,0,17.5
48,6/1/2014,8:00:00,40.72926712,-73.98738098,1,6/1/2014,8:19:00,40.73383331,-73.98846436,3.869999886,16.5,0,0.5,0,0,17
49,6/1/2014,8:00:00,40.75007248,-73.9881134,1,6/1/2014,8:06:00,40.75525284,-74.00276184,1.039999962,6,0,0.5,0,0,6.5
50,6/1/2014,8:00:00,40.73377609,-73.98970032,1,6/1/2014,8:04:00,40.73762512,-73.9781723,0.930000007,5,0,0.5,0,0,5.5
51,6/1/2014,8:00:00,40.75610733,-73.99068451,2,6/1/2014,8:12:00,40.73911285,-73.97676849,2.329999924,10.5,0,0.5,0,0,11
52,6/1/2014,8:00:00,40.75104523,-73.99076843,1,6/1/2014,8:06:00,40.72682571,-73.99855042,2.00999999,8,0,0.5,0,0,8.5
53,6/1/2014,8:00:00,40.74981308,-73.99184418,1,6/1/2014,8:05:00,40.73139572,-73.99440002,1.620000005,7,0,0.5,0,0,7.5
54,6/1/2014,8:00:00,40.74246216,-73.99202728,1,6/1/2014,8:17:00,40.77368546,-73.87044525,9.399999619,27,0,0.5,0,5.329999924,32.83000183
55,6/1/2014,8:00:00,40.75933838,-73.99206543,5,6/1/2014,8:07:00,40.73383713,-74.00836945,2.170000076,8.5,0,0.5,0,0,9
56,6/1/2014,8:00:00,40.69365692,-73.99286652,1,6/1/2014,8:11:00,40.71800613,-74.00547028,2.789999962,11.5,0,0.5,2.299999952,0,14.30000019
