customer_id,pickup_date,pickup_time,pickup_latitude,pickup_longitude,passenger_count,dropoff_date,dropoff_time,dropoff_latitude,dropoff_longitude,trip_distance,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
120,2014-06-04,08:00:00,40.72900391,-73.98434448,1,2014-06-04,08:15:00,40.76306534,-73.96950531,2.950000048,13,0,0.5,1.5,0,15
121,2014-06-04,08:00:00,40.76727676,-73.98435974,1,2014-06-04,08:10:00,40.76051712,-73.97438049,0.899999976,7.5,0,0.5,1.879999995,0,9.880000114
122,2014-06-04,08:00:00,40.7572937,-73.98490143,6,2014-06-04,08:33:00,40.7742424,-73.8736496,12.02000046,37,0,0.5,8.470000267,5.329999924,51.29999924
123,2014-06-04,08:00:00,40.74765396,-73.98535156,4,2014-06-04,08:05:00,40.74441528,-73.97914124,0.460000008,5.5,0,0.5,1.100000024,0,7.099999905
124,2014-06-04,08:00:00,40.73830795,-73.98560333,1,2014-06-04,08:19:00,40.76618576,-73.98170471,2.630000114,13.5,0,0.5,2,0,16
125,2014-06-04,08:00:00,40.73868561,-73.985672,1,2014-06-04,08:17:00,40.76711273,-73.99015045,2.789999962,13,0,0.5,1.5,0,15
126,2014-06-04,08:00:00,40.72215271,-73.9859848,1,2014-06-04,08:17:00,40.7534256,-73.98706818,2.99000001,14,0,0.5,2,0,16.5
127,2014-06-04,08:00:00,40.73552322,-73.98612976,1,2014-06-04,08:13:00,40.7574501,-73.97379303,1.889999986,10.5,0,0.5,2.099999905,0,13.10000038
128,2014-06-04,08:00:00,40.72750092,-73.98635864,6,2014-06-04,08:12:00,40.74996185,-73.98846436,2.339999914,10.5,0,0.5,1.5,0,12.5
129,2014-06-04,08:00:00,40.75955582,-73.98635864,5,2014-06-04,08:10:00,40.75321198,-73.98044586,1.059999943,8,0,0.5,5,0,13.5
130,2014-06-04,08:00:00,40.73440552,-73.98648834,5,2014-06-04,08:06:00,40.75174332,-73.97427368,1.419999957,6.5,0,0.5,2,0,9
131,2014-06-04,08:00:00,40.73378372,-73.98703766,1,2014-06-04,08:05:00,40.72385788,-73.99679565,1.100000024,5.5,0,0.5,1.379999995,0,7.380000114
132,2014-06-04,08:00:00,40.74191666,-73.9871521,6,2014-06-04,08:11:00,40.75746536,-73.97523499,1.529999971,9,0,0.5,0,0,9.5
133,2014-06-04,08:00:00,40.76609039,-73.98722076,1,2014-06-04,08:14:00,40.75107956,-73.97441864,1.659999967,10,0,0.5,0,0,10.5
134,2014-06-04,08:00:00,40.75062943,-73.98756409,5,2014-06-04,08:08:00,40.76173782,-73.98025513,0.920000017,6.5,0,0.5,1.299999952,0,8.300000191
135,2014-06-04,08:00:00,40.75448608,-73.9882431,1,2014-06-04,08:19:00,40.71129227,-74.01496887,4.190000057,16.5,0,0.5,3.299999952,0,20.29999924
136,2014-06-04,08:00:00,40.75965881,-73.98825836,1,2014-06-04,08:09:00,40.75523758,-73.985466,0.600000024,7,0,0.5,1.399999976,0,8.899999619
137,2014-06-04,08:00:00,40.7644577,-73.98833466,1,2014-06-04,08:10:00,40.76484299,-73.99167633,1.99000001,9,0,0.5,0,0,9.5
138,2014-06-04,08:00:00,40.7490387,-73.9885788,5,2014-06-04,08:11:00,40.76314926,-73.9789505,1.179999948,8.5,0,0.5,2.549999952,0,11.55000019
139,2014-06-04,08:00:00,40.75851059,-73.98883057,1,2014-06-04,08:11:00,40.74122238,-73.98869324,1.74000001,9.5,0,0.5,2.849999905,0,12.85000038
140,2014-06-04,08:00:00,40.73690414,-73.9889679,1,2014-06-04,08:12:00,40.75537872,-73.97484589,1.419999957,9.5,0,0.5,0,0,10
141,2014-06-04,08:00:00,40.7565155,-73.98901367,1,2014-06-04,08:12:00,40.76192856,-73.9797821,0.939999998,8.5,0,0.5,0,0,9
142,2014-06-04,08:00:00,40.75789642,-73.98911285,1,2014-06-04,08:10:00,40.75504684,-73.98081207,0.639999986,7,0,0.5,1.399999976,0,8.899999619
143,2014-06-04,08:00:00,40.76826859,-73.98929596,1,2014-06-04,08:08:00,40.76073837,-73.98521423,1,7,0,0.5,1.399999976,0,8.899999619
144,2014-06-04,08:00:00,40.72095871,-73.98952484,6,2014-06-04,08:04:00,40.71530914,-73.98705292,0.699999988,5,0,0.5,1.25,0,6.75
145,2014-06-04,08:00:00,40.76261139,-73.98964691,1,2014-06-04,08:08:00,40.75669098,-73.98438263,0.699999988,7,0,0.5,2,0,9.5
146,2014-06-04,08:00:00,40.75737762,-73.98966217,5,2014-06-04,08:03:00,40.76149368,-73.98406982,0.600000024,4.5,0,0.5,1.350000024,0,6.349999905
147,2014-06-04,08:00:00,40.75709915,-73.98993683,1,2014-06-04,08:06:00,40.75753784,-73.98256683,0.540000021,5.5,0,0.5,0,0,6
